,name,artists:name,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3330,66,"Lil Yachty, Trippie Redd",spotify:track:6tarvNiKnEjYMj1VZhlDqR,153474,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,4
3331,I Believe You,FLETCHER,spotify:track:4GUXTRTjQ4voLzwLw9qbPx,192992,0.46,0.498,5,-6.312,1,0.0282,0.219,0.00329,0.099,0.154,76.902,4
3332,Brxnks Truck (feat. Rae Sremmurd),"Slim Jxmmi, Rae Sremmurd",spotify:track:263le58t0LrdRlCZDcGQXd,149774,0.854,0.475,2,-9.986,1,0.269,0.0119,0.0,0.309,0.42,132.956,4
3333,Azul,Zoé,spotify:track:1HM9uVbB4DVQh0QlwY7W6v,194626,0.51,0.715,9,-6.586,1,0.04,0.0542,0.497,0.105,0.509,97.968,4
3334,Dance You Off,Benjamin Ingrosso,spotify:track:0s3P5PImfDZYWIseR3b39D,182134,0.73,0.692,8,-5.432,1,0.0695,0.104,5.42e-06,0.106,0.76,109.08,4
3335,DEVIL,Shinedown,spotify:track:3IqHzcXy7IsYYND6lKwPAi,207986,0.354,0.942,7,-3.245,1,0.237,0.00039,6.36e-06,0.431,0.242,119.992,4
3336,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",spotify:track:4QtiVmuA88tPQiCOHZuQ5b,201526,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4
3337,Pink Lemonade,James Bay,spotify:track:6LzsmlN5UbCYytaaKZueRH,252933,0.474,0.921,1,-2.506,0,0.0478,0.000114,0.0266,0.746,0.715,152.078,4
3338,Stranger Things,"Joyner Lucas, Chris Brown",spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,219733,0.867,0.663,10,-5.838,0,0.178,0.443,0.0,0.117,0.481,121.978,4
3339,Dura,Daddy Yankee,spotify:track:2j2fIJGh4PMdXt9ULI5Tlc,200480,0.786,0.846,1,-3.468,1,0.0505,0.174,0.0,0.413,0.819,95.005,4
3340,20 Min,Lil Uzi Vert,spotify:track:0uxSUdBrJy9Un0EYoBowng,220586,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,4
3341,LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",spotify:track:6PGoSes0D9eUDeeAafB2As,213400,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,4
3342,Location,Khalid,spotify:track:1WIfWj5skn5UUZTs4cEFBe,217566,0.799,0.436,1,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,4
3343,Curve (feat. The Weeknd),"Gucci Mane, The Weeknd",spotify:track:2yuyaYAELoMG4ApV5wJsWR,161989,0.76,0.476,8,-8.103,1,0.241,0.294,0.0,0.1,0.354,147.01,4
3344,Feelin' Myself,"will.i.am, Miley Cyrus, French Montana, Wiz Khalifa, Mustard",spotify:track:0nAQSPlqQ89ok7g2uzfHgy,253546,0.86,0.535,6,-8.561,0,0.148,0.0271,0.0,0.133,0.503,96.487,4
3345,Go Legend (& Metro Boomin),"Big Sean, Metro Boomin, Travis Scott",spotify:track:3wAI7MIQtTgwcRmwchPZBc,268946,0.656,0.564,1,-8.925,0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,4
3346,Booty,Blac Youngsta,spotify:track:1KVpZJwKeUOW3BKJ9if0Md,161066,0.93,0.581,1,-10.293,1,0.282,0.000942,5.71e-05,0.0724,0.241,144.046,4
3347,All Eyez (feat. Jeremih) - Bonus Track,"The Game, Jeremih",spotify:track:6KHpPnr1ZiALM6cyJsY2UA,215297,0.419,0.655,0,-6.679,1,0.247,0.0571,0.0,0.0962,0.353,76.835,3
3348,How We Do,"The Game, 50 Cent",spotify:track:6mZcNu9i8uhOYMiEAyEx81,235533,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,4
3349,fuckboi,gianni & kyle,spotify:track:32KfE0P20ygmMvYJSBDW6F,192854,0.785,0.528,9,-7.744,1,0.0551,0.143,0.0,0.0442,0.256,112.061,4
3350,Lentokone,TIPPA,spotify:track:1kkprSf1Pxc6hr8AsRKEUx,194973,0.778,0.718,11,-5.367,0,0.186,0.0093,0.0,0.0854,0.67,129.976,5
3351,Greenlight (feat. Flo Rida & LunchMoney Lewis),"Pitbull, Flo Rida, LunchMoney Lewis",spotify:track:2q95XoeFGixx8b5LNF6Ey1,244173,0.695,0.837,1,-5.617,0,0.281,0.245,0.0,0.367,0.639,115.067,4
3352,Snowman,Sia,spotify:track:3E6Ydoy1H8ePoigc10Mgsa,165906,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,3
3353,Down Girl,Roy Woods,spotify:track:4PZ4xyWBCCJqAeWI8uSLca,169604,0.797,0.507,1,-9.214,1,0.0694,0.308,0.0,0.108,0.447,102.069,4
3354,White Iverson,Post Malone,spotify:track:1Bi5t0q9j3nYXIZuZgSGvr,256533,0.677,0.577,7,-7.671,1,0.0355,0.221,0.0,0.0776,0.329,130.05,4
3355,Thunderstorm - Radio Edit,Blaise,spotify:track:4NDgJFgZMpsyajJtF1Kmfd,195158,0.649,0.778,0,-4.415,1,0.0539,0.0109,0.0,0.0846,0.596,129.993,4
3356,Kryptonite,3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,233933,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4
3357,Boom Boom Pow,Black Eyed Peas,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,251426,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,4
3358,Yeah! (feat. Lil Jon & Ludacris),"Usher, Lil Jon, Ludacris",spotify:track:5rb9QrpfcKFHM1EUbSIurX,250373,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4
3359,Ride Wit Me,"Nelly, City Spud",spotify:track:06iMqWThw4w8fTFyccvOwr,291781,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,4
3360,Hot In Herre,Nelly,spotify:track:04KTF78FFg8sOHC1BADqbY,228240,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,4
3361,Can't Get You out of My Head,Kylie Minogue,spotify:track:2HpWHLtZldOcDn5qzX8kb2,231715,0.768,0.59,9,-7.485,0,0.0335,0.0257,0.603,0.0865,0.964,126.009,4
3362,Iris,The Goo Goo Dolls,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,289906,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,3
3363,Wake Up Call,Maroon 5,spotify:track:1zqllQUMCgMaInr0CzFVll,201306,0.632,0.949,4,-2.671,0,0.0593,0.0302,0.0,0.0871,0.969,164.118,4
3364,Second Chance,Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,222066,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,4
3365,Hands To Myself - Fareoh Remix,"Selena Gomez, Fareoh",spotify:track:1VynpqrTbP74RZVIFeKFcJ,181093,0.702,0.736,8,-3.937,1,0.0338,0.000645,0.0299,0.263,0.0851,111.013,4
3366,Swish Swish - Cheat Codes Remix,"Katy Perry, Cheat Codes",spotify:track:3OiTZnvvNNGlqcSzI2ShD0,181114,0.695,0.544,0,-5.554,0,0.0417,0.151,1.67e-05,0.109,0.353,119.917,4
3367,Scared To Be Lonely - Conro Remix,"Martin Garrix, Dua Lipa, Conro",spotify:track:5qEK1dvlPMpOYZTBFPGGPV,202838,0.501,0.683,1,-4.261,0,0.0651,0.178,2.7e-06,0.385,0.319,154.901,4
3368,Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, Cheat Codes, CADE",spotify:track:1NDxZ7cFAo481dtYWdrUnR,193613,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,4
3369,Rockabye (feat. Sean Paul & Anne-Marie) - Eden Prince Remix,"Clean Bandit, Eden Prince, Sean Paul, Anne-Marie",spotify:track:6aHqV0UAuIxz596UmGAszz,204231,0.747,0.926,9,-4.063,0,0.124,0.282,0.0,0.112,0.902,115.951,4
3370,Boys - DROELOE Remix,"Charli XCX, DROELOE",spotify:track:5coBVo4lFeK49XTArYiJPz,216000,0.765,0.774,2,-5.262,1,0.0412,0.0511,0.000591,0.0928,0.529,140.018,4
3371,IDGAF - Hazers Remix,"Dua Lipa, Hazers",spotify:track:0FlnsBDwPglenLJoQjPd4K,240617,0.814,0.705,7,-4.734,1,0.0904,0.0958,0.000133,0.0687,0.6,110.004,4
3372,Thinking About It (Let It Go) - KVR Remix,"Nathan Goshen, KVR",spotify:track:0yJv0G7r1PZIl1CY5XhvkR,183564,0.693,0.763,4,-7.077,0,0.0299,0.0143,0.0,0.154,0.578,100.985,4
3373,Still Falling For You - Jonas Blue Remix,"Ellie Goulding, Jonas Blue",spotify:track:4ZKPvGacztJyYMF86eiIwQ,186679,0.501,0.811,1,-6.757,1,0.0462,0.206,0.0,0.324,0.512,122.36,4
3374,I Would Like - R3hab Remix,"Zara Larsson, R3HAB",spotify:track:6gXTlkZQjtNo5j3Kp86H4G,146999,0.672,0.763,2,-3.864,0,0.0565,0.0728,0.0,0.135,0.318,139.94,4
3375,Work - R3hab Remix,"Rihanna, Drake, R3HAB",spotify:track:63OshgWbxCtI1WHb5C0Txd,219400,0.706,0.804,1,-5.378,0,0.0601,0.0125,0.0,0.332,0.211,100.052,4
3376,Shape of You - Galantis Remix,"Ed Sheeran, Galantis",spotify:track:5H7CwzYZ60e7w69tX4ivQN,195988,0.838,0.765,1,-2.332,0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,4
3377,Issues - Alan Walker Remix,"Julia Michaels, Alan Walker",spotify:track:3abKAw6reL2U3vhAe98ZsY,181000,0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,4
3378,Silence - Tiësto's Big Room Remix,"Marshmello, Khalid, Tiësto",spotify:track:3AUW7mAGx1BICBWqsuFgh4,202153,0.522,0.941,1,-3.357,0,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,4
3379,Alone,Marshmello,spotify:track:12mGwph2YzDIlChtq3EdXP,273802,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,4
3380,Starboy - Kygo Remix,"The Weeknd, Daft Punk, Kygo",spotify:track:6L778PA16SuyYvFhqnMndY,244720,0.751,0.623,9,-7.215,0,0.0939,0.209,0.0,0.168,0.383,93.01,4
3381,Bad At Love - Hook N Sling Remix,"Halsey, Hook N Sling",spotify:track:3lsVZgHRy3yzs1GiJfUzpy,171101,0.69,0.781,0,-5.012,1,0.0443,0.107,2.99e-06,0.137,0.32,117.931,4
3382,Hotter Than Hell - Matoma Remix,"Dua Lipa, Matoma",spotify:track:0bRta28Emc8nKTYb8dfB96,219272,0.625,0.744,6,-7.0,1,0.0918,0.00479,0.0,0.18,0.49,109.863,4
3383,Bon Appétit - Martin Jensen Remix,"Katy Perry, Migos, Martin Jensen",spotify:track:4E0AymEMZCm9QZ8VqugkGS,176803,0.833,0.753,8,-5.747,0,0.0562,0.342,8.45e-05,0.116,0.767,106.007,4
3384,Galway Girl - Martin Jensen Remix,"Ed Sheeran, Martin Jensen",spotify:track:2A17f6I4fh6GqYX0J8noGr,196043,0.726,0.748,9,-4.576,1,0.0438,0.0245,0.0,0.141,0.731,100.055,4
3385,We Don't Talk Anymore - Attom Remix,"Charlie Puth, Selena Gomez, Attom",spotify:track:58ENoZ4jRR0tnHPagOwYqk,218400,0.685,0.672,1,-7.236,0,0.102,0.0869,5.54e-05,0.227,0.335,100.009,4
3386,No Lie - Sam Feldt Remix,"Sean Paul, Dua Lipa, Sam Feldt",spotify:track:2ZQiI8jYatiYH1Kmidmi6w,172539,0.812,0.85,0,-3.741,1,0.145,0.0799,0.0,0.17,0.544,115.028,4
3387,Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",spotify:track:6s3GEN8wK0OMzzzZbXj0fu,212647,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,4
3388,Stitches - Seeb Remix,"Shawn Mendes, Seeb",spotify:track:3ExRMV5iR7VGGQOCljcCYE,167093,0.581,0.717,1,-3.982,1,0.103,0.021,0.0,0.0842,0.532,102.105,4
3389,Younger - Kygo Remix,"Seinabo Sey, Kygo",spotify:track:7hrDA2n8BVGLyHra0rBiFd,351573,0.69,0.489,5,-7.938,1,0.0788,0.13,0.00022,0.0815,0.645,114.008,4
3390,Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,"Major Lazer, Justin Bieber, MØ, Lost Frequencies",spotify:track:3LHY5vSKZzxLy3Cog0aG5B,236304,0.709,0.542,2,-9.056,1,0.0381,0.184,0.0005,0.0852,0.474,114.955,4
3391,Now You're Gone - Radio Edit,Basshunter,spotify:track:6hCDqdglRRrX6IkXCkF0o3,341706,0.441,0.961,10,-5.337,0,0.257,0.0294,0.000867,0.128,0.596,149.973,4
3392,Barking,Ramz,spotify:track:7amMgNDcObIDkIXv4xcvc2,202826,0.527,0.465,7,-8.055,0,0.227,0.175,0.0,0.0661,0.765,137.033,5
3393,Switch Lanes,"Rittz, Mike Posner",spotify:track:2ysVuXmtSgghzyYijfj7Od,204269,0.717,0.604,6,-6.602,1,0.109,0.116,9.68e-06,0.132,0.749,67.029,4
3394,TATI,"6ix9ine, DJ SpinKing",spotify:track:6kp0inxIexxSiDJfWqq0ZL,154565,0.779,0.767,11,-5.462,0,0.258,0.00214,0.0,0.102,0.523,91.981,4
3395,I'm Upset,Drake,spotify:track:54oMZ3blwWwuPN4wEoG5mk,214139,0.899,0.592,11,-7.901,0,0.333,0.263,0.0,0.0831,0.504,149.953,4
3396,In My Blood,Shawn Mendes,spotify:track:21YnmkSDhUkmkkni22Svc4,211360,0.622,0.709,5,-7.32,1,0.0669,0.0582,0.0,0.126,0.488,140.018,4
3397,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock, Kodak Black, A Boogie Wit da Hoodie",spotify:track:2hSGhdXXEQSGrxFloqbPTv,249240,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,4
3398,All For Love,"Tungevaag, Raaban, Richard Smitt",spotify:track:5VGBgPVFO3e0lWz4WHYntQ,180484,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-05,0.459,0.651,125.115,4
3399,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Diplo, French Montana, Lil Pump, Zhavia",spotify:track:5mqzhMuUpvnMfwNz6iepmO,181720,0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,4
3400,Dinero,"Jennifer Lopez, DJ Khaled, Cardi B",spotify:track:22mQXNE0nCuWq4yOwcadIn,213750,0.721,0.881,8,-2.528,1,0.342,0.41,7.61e-06,0.292,0.643,127.759,4
3401,Back To You,Selena Gomez,spotify:track:514rhnksEwHUh6LxXsQ4Y9,210240,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4
3402,Ball For Me (feat. Nicki Minaj),"Post Malone, Nicki Minaj",spotify:track:6IaieqiCVvsNvEt6Y7yOFa,206266,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,4
3403,Yes Indeed,"Lil Baby, Drake",spotify:track:6vN77lE9LK6HP2DewaN6HZ,142273,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,4
3404,Lucid Dreams,Juice WRLD,spotify:track:32iYwQ4OYiurnGnOfJ1aEh,239946,0.437,0.481,11,-9.681,0,0.237,0.377,0.0,0.33,0.216,83.606,4
3405,Lätkäjätkä‐Ville,Tuure Boelius,spotify:track:2D9h18TAfnIGkqZyGQKbM2,160935,0.674,0.898,11,-3.559,1,0.1,0.0333,0.0,0.0851,0.793,137.001,4
3406,Mahtava peräsin ja pulleat purjeet (feat. Jaakko Laitinen),"Pasi ja Anssi, Jaakko Laitinen",spotify:track:5HoVg6hC4eTJfLmKE5WCZT,182473,0.688,0.871,7,-3.07,1,0.0762,0.0469,0.0,0.313,0.853,133.929,4
3407,Stay,Post Malone,spotify:track:4H7WNRErSbONkM06blBoGc,204426,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,4
3408,This Is America,Childish Gambino,spotify:track:0b9oOr2ZgvyQu88wzixux9,225773,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,4
3409,All Girls Are The Same,Juice WRLD,spotify:track:1dNyRyz1QBN9kO1etUs1PI,169295,0.673,0.449,0,-9.727,1,0.298,0.169,0.00115,0.0731,0.216,161.925,4
3410,Barbie Tingz,Nicki Minaj,spotify:track:2qsQ8eVDPmobZpvDxQCVQu,191699,0.917,0.679,6,-6.083,1,0.266,0.0867,0.0,0.588,0.453,102.449,4
3411,I Like It,"Cardi B, Bad Bunny, J Balvin",spotify:track:58q2HKrzhC3ozto2nDdN4z,253390,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4
3412,GOTTI,6ix9ine,spotify:track:27oFpFktCq9JIXjJQRuv7a,166851,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9,4
3413,Paranoid,Post Malone,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,221786,0.625,0.536,0,-5.428,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914,4
3414,Better Now,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK,231266,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,4
3415,no tears left to cry,Ariana Grande,spotify:track:5SxkdsY1ufZzoq9iXceLw9,205946,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,4
3416,Shark In The Water,V V Brown,spotify:track:4IzQJoLynUp5x77qU0l5JL,184293,0.554,0.805,4,-3.128,1,0.0597,0.0279,0.0,0.359,0.697,98.981,4
3417,Where Is The Love?,Black Eyed Peas,spotify:track:7oPnZNl1acGA7ELxsNirrR,272533,0.834,0.699,5,-3.222,1,0.196,0.111,0.0,0.131,0.803,94.069,4
3418,Nice For What,Drake,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,210925,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,4
3419,Boys,Charli XCX,spotify:track:5o4yGlG0PfeVUa6ClIyOxq,162585,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,4
3420,A$AP Forever (feat. Moby),"A$AP Rocky, Moby",spotify:track:1YmF9PvLhIISIANoMLIYGq,233061,0.469,0.78,10,-6.49,0,0.122,0.224,0.0,0.13,0.444,125.999,4
3421,Thru Your Phone,Cardi B,spotify:track:74cVJfmK18rhWnscIpGXjt,188523,0.837,0.549,0,-5.722,1,0.167,0.17,0.0,0.057,0.209,121.954,4
3422,Be Careful,Cardi B,spotify:track:2Yl4OmDby9iitgNWZPwxkd,210787,0.82,0.568,6,-8.23,0,0.411,0.0256,0.0,0.0952,0.535,152.279,4
3423,Mercedes Baby (feat. 24 Hrs),"Tyga, 24 Hrs",spotify:track:76uNbv0OgUwbsfux0v9QXR,224888,0.795,0.445,0,-7.166,1,0.0473,0.352,0.0,0.0983,0.347,84.971,4
3424,Loca,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",spotify:track:0vnrhysrKKRdNYFKLAGzRc,246382,0.834,0.753,8,-3.011,1,0.0486,0.342,0.0,0.108,0.462,113.058,4
3425,Dat $tick,Rich Brian,spotify:track:4bdJHQp90ymjEIkkYhcENB,126666,0.923,0.508,1,-8.668,1,0.0468,0.104,1.21e-05,0.126,0.168,108.039,4
3426,Frozen,Joyner Lucas,spotify:track:0PPKDmCpEfX8rdkagtCr8u,212010,0.508,0.535,1,-8.718,1,0.371,0.727,6.8e-06,0.372,0.424,76.251,4
3427,Capital Letters,"Hailee Steinfeld, BloodPop®",spotify:track:0m6TrXRLlNFLkOGiW38kDf,219373,0.671,0.817,0,-5.493,1,0.0797,0.0387,1.02e-05,0.121,0.494,100.071,4
3428,Mo Bamba,Sheck Wes,spotify:track:5i0gh5trC7eCX0miILtKlJ,180897,0.741,0.627,9,-4.903,1,0.0513,0.273,0.00124,0.155,0.322,146.084,4
3429,Party Monster,The Weeknd,spotify:track:4nAyv6465LBywy7tOx78bc,249213,0.582,0.621,1,-8.332,1,0.0793,0.188,1.71e-05,0.299,0.225,77.555,4
3430,Tone It Down (feat. Chris Brown),"Gucci Mane, Chris Brown",spotify:track:0iTCmKvuU1ReULiQB0rI7n,221052,0.764,0.646,8,-5.375,1,0.0711,0.158,1.37e-06,0.0889,0.612,130.927,4
3431,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",spotify:track:7ycWLEP1GsNjVvcjawXz3z,205040,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
3432,Poles 1469,"Trippie Redd, 6ix9ine",spotify:track:690eFR004iRz8klM2PickS,149575,0.74,0.774,4,-3.835,0,0.0515,0.221,0.0,0.122,0.198,81.525,4
3433,Kevät,"Adi L Hasla, Pihlaja",spotify:track:7xrMRHovEoiZ72bQxDuev8,204986,0.662,0.706,4,-4.387,0,0.0352,0.0472,1.27e-06,0.337,0.199,148.025,4
3434,Kumipuku,Antti Tuisku,spotify:track:6YxiMXtX63YyZF1AdVGM37,197548,0.726,0.694,9,-4.454,0,0.0455,0.0592,0.0,0.381,0.682,132.054,4
3435,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",spotify:track:6kPJZM97LwdG9QIsT7khp6,222653,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4
3436,Naapurit Kuulee,Mikael Gabriel,spotify:track:1JIHXjfZ16stCdsZxhRFD1,207734,0.819,0.772,1,-5.699,1,0.0831,0.0293,0.0,0.0918,0.771,105.01,4
3437,Kaksi ihmistä,Haloo Helsinki!,spotify:track:4h1nlsgutqwzk2ZqYaZdOF,237249,0.61,0.889,11,-4.936,1,0.0368,0.00902,0.000145,0.14,0.45,124.975,4
3438,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",spotify:track:7ef4DlsgrMEH11cDZd32M6,214846,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4
3439,Kuinka Paljon Voi Rakastaa,Reino Nordin,spotify:track:49eKCHND69hUFH82X95kBi,176289,0.762,0.715,1,-5.382,1,0.0387,0.0151,5.9e-06,0.0444,0.849,125.903,4
3440,Supervoimii,Elastinen,spotify:track:7rehjyv0IQ0WQoB6wZRfnY,208680,0.839,0.636,6,-4.706,1,0.0628,0.0271,0.0,0.102,0.683,103.971,4
3441,Paniikki,"Paperi T, Chisu",spotify:track:5Wjr86EFRGgGurxCPyKgqx,222480,0.701,0.79,11,-6.085,0,0.0342,0.0518,0.00433,0.0786,0.901,141.993,4
3442,Älä Huku Kyyneliin,Mikael Gabriel,spotify:track:4x0XZJmgKy9FVn8nrXVPhs,210503,0.635,0.656,9,-5.585,1,0.057,0.101,4.89e-05,0.127,0.455,88.074,4
3443,Rikkinäinen Prinsessa,Nikke Ankara,spotify:track:5eKpOnlRJC70PfzunR3UWO,192493,0.54,0.878,11,-4.427,0,0.0641,0.0586,0.0,0.294,0.657,184.002,4
3444,Flames,"David Guetta, Sia",spotify:track:33IOhptvC2Qoy2UhjiHXLV,195000,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,4
3445,La Cintura,Alvaro Soler,spotify:track:19MBk3PbNFE36wqIqkMq9H,205209,0.702,0.844,6,-4.054,0,0.0769,0.0294,0.0,0.38,0.786,100.043,4
3446,Swipe,"Cledos, TIPPA, Gracias, MD$, Bizi, Mikael Gabriel",spotify:track:0OQErBICpbXDVhANk9JS9o,259971,0.841,0.878,5,-5.025,0,0.205,0.39,0.000131,0.19,0.83,133.004,4
3447,Satutat mua,TIPPA,spotify:track:2CPLXPOGo30nWHN1Tjl5Ht,197561,0.699,0.69,0,-4.456,1,0.0353,0.0738,0.0,0.371,0.476,118.875,4
3448,Vaahtokarkkii,Keko Salata,spotify:track:4KHvdktWIhxS5Ro83M122r,179493,0.777,0.842,0,-6.588,1,0.151,0.527,0.0,0.216,0.571,101.955,4
3449,Lupaan Itkee,Ruudolf,spotify:track:5MTC1KTOSVDFtj9Kw18Jg3,208000,0.765,0.681,10,-7.767,0,0.0607,0.111,0.0021,0.114,0.633,95.004,4
3450,Mad Love,"Sean Paul, David Guetta, Becky G",spotify:track:3soOPBuMK8YMdWnV7xpEyf,199944,0.793,0.824,2,-3.476,1,0.177,0.006,3.29e-06,0.169,0.611,98.019,4
3451,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",spotify:track:4DnHUy01jEA4b5ydC3HgsT,207977,0.582,0.944,2,-0.928,0,0.185,0.00573,1.27e-06,0.547,0.8,143.97,4
3452,Esson baariin,Poju,spotify:track:3AVOlegKLZkDe3GSnM8XpF,207155,0.816,0.978,1,-5.173,1,0.042,0.143,0.0,0.213,0.972,128.021,4
3453,Pelkääks vai rakastaks,Aleksanteri Hakaniemi,spotify:track:0B0XbY9SXJSqNhuSfUNDfc,199354,0.792,0.711,9,-4.461,1,0.0752,0.177,0.0,0.071,0.858,101.968,4
3454,Tää Ei Oo Ohi,Nelli Matula,spotify:track:3WmQpiuRhPzkpqTi207IXA,188546,0.73,0.887,6,-4.19,1,0.0595,0.176,0.0,0.163,0.726,116.013,4
3455,All The Stars (with SZA),"Kendrick Lamar, SZA",spotify:track:12SJpYZEdj4kzWZ8FPFg4Y,235540,0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,4
3456,Et Oo Menos Minnekään,Nelli Matula,spotify:track:4bCiH5qdjmBXaoCvquRpqp,208164,0.782,0.776,6,-4.06,0,0.0464,0.16,0.0,0.105,0.952,113.031,4
3457,High Five,Sigrid,spotify:track:5vqHLzf7taArjOT4yzlSJG,169369,0.651,0.628,1,-5.811,1,0.0959,0.173,0.0,0.0591,0.513,150.014,4
3458,Drink About,"Seeb, Dagny",spotify:track:2GGGm4MLQynB3I4E4ycIYC,182265,0.624,0.745,6,-2.936,1,0.0628,0.144,0.0,0.257,0.493,99.971,4
3459,California,"Hot Shade, Mike Perry, Karlyn",spotify:track:4hBcYYxffKQJXKEXzRC7ou,169157,0.619,0.735,7,-3.952,1,0.0445,0.017,1.78e-06,0.388,0.668,119.985,4
3460,X,"Nicky Jam, J Balvin",spotify:track:39N9RPD9MRb5WmoLzNzPeA,173627,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,4
3461,lovely (with Khalid),"Billie Eilish, Khalid",spotify:track:0u2P5u6lvoDfwTYjAADbn4,200185,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4
3462,BULI,"ibe, Versace Henrik",spotify:track:2bNx7jnuHe7CbYzHyAZMga,226219,0.898,0.626,1,-7.699,1,0.12,0.419,0.000119,0.0773,0.408,91.018,4
3463,Audio,"Sia, Diplo, Labrinth, LSD",spotify:track:7boPPE857KEqCIHNwFkDop,203400,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,4
